sample_id,mesh_validation_pass,mesh_units,mesh_source,surface_continuity_assumption,top_cap_plane,depth_sign_convention,profile_pose_to_comsol_json,steel_surface_z_m,steel_z_min_m,steel_z_max_m,defect_void_embedded_in_steel,defect_intersects_top_surface,bbox_inside_steel,is_watertight,edge_incidence_all_two,nonmanifold_edges_count,zero_area_triangles_count,volume_m3,signed_volume_m3,volume_positive,bounds_min_json,bounds_max_json,max_depth_m,target_D_m,max_depth_abs_error_m,depth_rmse_vs_target,projected_footprint_area_m2,vertex_count,face_count,top_cap_face_count,bottom_face_count,side_face_count,top_normals_mean_z,bottom_normals_mean_z,inverted_normals_flag,export_path,export_format,exact_piao_rbc,rbc_style_approximation,notes,dataset_id,split,depth_bin,size_bin,aspect_bin,curvature_template,geometry_method
surface_rbc_targeted_001_balanced_interior_sharp_shallow_compact,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.564777481308595e-08,1.564777481308595e-08,True,"[-0.004375,-0.0026538749999999996,-0.001]","[0.004375,0.0026538749999999996,0.0]",0.001,0.001,0.0,1.0739543874819606e-05,3.519560054993129e-05,582,1160,496,496,168,1.0,-0.9299473463854298,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_001_balanced_interior_sharp_shallow_compact.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,shallow,small_compact,compact,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_002_balanced_interior_sharp_shallow_balanced,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.789637355976168e-08,4.789637355976168e-08,True,"[-0.00693,-0.00395915625,-0.0013]","[0.00693,0.00395915625,0.0]",0.0013,0.0013,0.0,1.390220073013239e-05,8.238970128733915e-05,582,1160,496,496,168,1.0,-0.9467619906213034,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_002_balanced_interior_sharp_shallow_balanced.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,shallow,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_003_balanced_interior_sharp_shallow_wide,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.4956607320312486e-07,1.4956607320312486e-07,True,"[-0.0105,-0.0065625,-0.0016224]","[0.0105,0.0065625,0.0]",0.0016224,0.0016224000000000002,2.168404344971009e-19,1.7195439885794704e-05,0.00020797400324959396,582,1160,496,496,168,1.0,-0.9668980277716359,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_003_balanced_interior_sharp_shallow_wide.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,shallow,large_wide,wide,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_004_balanced_interior_sharp_shallow_narrow,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,5.149188978468743e-08,5.149188978468743e-08,True,"[-0.007953749999999999,-0.002625,-0.0018504]","[0.007953749999999999,0.002625,0.0]",0.0018504,0.0018504,0.0,1.967699538674978e-05,6.239220097487819e-05,582,1160,496,496,168,1.0,-0.840771777214131,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_004_balanced_interior_sharp_shallow_narrow.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,shallow,elongated,narrow,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_005_balanced_interior_sharp_medium_compact,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.6298492777043244e-08,4.6298492777043244e-08,True,"[-0.005355,-0.0030288125000000003,-0.0021384]","[0.005355,0.0030288125000000003,0.0]",0.0021384,0.0021384,0.0,2.3734739221748328e-05,4.879390076240474e-05,582,1160,496,496,168,1.0,-0.8148160387690991,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_005_balanced_interior_sharp_medium_compact.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,medium,small_compact,compact,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_006_balanced_interior_sharp_medium_balanced,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.3313521822631593e-07,1.3313521822631593e-07,True,"[-0.008561875,-0.004517953125000001,-0.0025636]","[0.008561875,0.004517953125000001,0.0]",0.0025636,0.0025635999999999996,4.336808689942018e-19,2.9015873284889175e-05,0.000116785401824772,590,1176,504,504,168,1.0,-0.8678295488600976,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_006_balanced_interior_sharp_medium_balanced.stl,ascii_stl,False,True,active_cells=252; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,medium,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_007_balanced_interior_sharp_medium_wide,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.7155044831409204e-07,3.7155044831409204e-07,True,"[-0.011458125,-0.007782578125000001,-0.0031]","[0.011458125,0.007782578125000001,0.0]",0.0031,0.0031,0.0,3.384890380760168e-05,0.00027036620422447215,590,1176,504,504,168,1.0,-0.9166089184372802,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_007_balanced_interior_sharp_medium_wide.stl,ascii_stl,False,True,active_cells=252; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,medium,large_wide,wide,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_008_balanced_interior_sharp_medium_narrow,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.7383461418921514e-07,1.7383461418921514e-07,True,"[-0.01029,-0.0035385,-0.003549]","[0.01029,0.0035385,0.0]",0.003549,0.003549,0.0,3.8051726833217845e-05,0.0001103862017247845,590,1176,504,504,168,1.0,-0.7381240906490074,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_008_balanced_interior_sharp_medium_narrow.stl,ascii_stl,False,True,active_cells=252; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,medium,elongated,narrow,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_009_balanced_interior_sharp_deep_compact,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.3351401900295575e-07,1.3351401900295575e-07,True,"[-0.0060637500000000006,-0.0035192500000000002,-0.004626]","[0.0060637500000000006,0.0035192500000000002,0.0]",0.004626,0.004626,0.0,4.956602786696338e-05,6.399200099987506e-05,582,1160,496,496,168,1.0,-0.6199170253762648,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_009_balanced_interior_sharp_deep_compact.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,deep,small_compact,compact,sharp,imported_watertight_mesh_solid
surface_rbc_targeted_010_balanced_interior_sharp_deep_balanced,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.309713333437497e-07,3.309713333437497e-07,True,"[-0.009625,-0.00525,-0.00486]","[0.009625,0.00525,0.0]",0.00486,0.00486,0.0,5.2194266365568005e-05,0.00015198100237470328,582,1160,496,496,168,1.0,-0.7419933539777437,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_surface_rbc_targeted_expansion_meshes\surface_rbc_targeted_010_balanced_interior_sharp_deep_balanced.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_surface_targeted_topup_v1_120,train,deep,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
